,Unnamed: 0,articleTitle,articleUrl,publishedDate,sourceName,text
350,350,Food inflation plunges to 4-year low of 1.81%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-plunges-to-4-year-low-of-181/articleshow/11204506.cms,2011-12-22,The Times Of India,"NEW DELHI: Food inflation fell sharply to a near four-year low of 1.81 per cent for the week ended December 10 as prices of essential items like vegetables, onion, potato and wheat declined.This is the lowest rate of food inflation since the week ended February 9, 2008, when it stood at 2.26 per cent.Food inflation, as measured by Wholesale Price Index (WPI), was 4.35 per cent in the previous week. It had stood at 13.22 per cent in the corresponding week of 2010. According to the official data released today, onion became cheaper by 49.38 per cent year-on-year during the week under review, while potato prices were down by 34.39 per cent. Prices of wheat also fell by 4.21 per cent.Overall, vegetables became cheaper by 26.37 per cent. Experts feel the sharp fall in food inflation numbers, which was in double-digit till the first week of November, comes as a big relief to both the government and the Reserve Bank who have been battling high prices for over two years.However, other food products grew more expensive on an annual basis, led by protein-based items. Pulses became 14.22 per cent costlier during the week under review, while milk grew dearer by 11.19 per cent and eggs, meat and fish by 9.25 per cent. Fruits also became 8.89 per cent more expensive on an annual basis, while cereal prices were up by 1.68 per cent.Inflation in the overall primary articles category stood at 3.78 per cent during the week ended December 10, as against 5.48 per cent in the previous week. Primary articles have over 20 per cent weight in the wholesale price index."
356,356,Food inflation at four-year low ,https://www.telegraphindia.com/1111223/jsp/business/story_14917804.jsp,2011-12-23,Telegraph,"New Delhi, Dec. 22: Food inflation eased to a four-year low of 1.81 per cent for the week ended December 10 on the back of a fall in onion and potato prices, and a higher statistical base a year ago.The drop is merely a seasonal effect as vegetables are generally cheaper in winter. Further, prices had gone up to unreasonable levels in December last year creating a high base effect, analysts said.Food inflation, as measured by the wholesale price index (WPI), stood at 4.35 per cent in the previous week and 13.22 per cent in the corresponding week of 2010.This is the lowest rate of food inflation since the week ended February 9, 2008, when it stood at 2.26 per cent.There is the strong base effect, on top of a normal monsoon and good harvest. I believe the moderate rate will continue for at least a month or two and we can expect its impact in the December headline inflation numbers also, Crisil chief economist D.K. Joshi said.According to data, onion became cheaper by 49.38 per cent year-on-year during the week under review, while potato prices were down 34.39 per cent. Prices of wheat also fell 4.21 per cent. Overall, vegetables became cheaper by 26.37 per cent.Some analysts said the trend in food prices was now firmly down and it would make it easier for the Reserve Bank to reverse its monetary policy and trim rates in response to decelerating economic growth."
357,357,Food inflation at four-year low,http://www.thehindu.com/todays-paper/food-inflation-at-fouryear-low/article2740085.ece,2011-12-23,The Hindu,"Food inflation fell sharply to a near four-year low of 1.81 per cent as on December 10, as prices of certain essential vegetables like onion and potato dropped steeply. Experts said that if the low numbers continue for some time it may help the RBI to go for interest rate cuts in its next monetary policy review on January 24."
358,358,Food inflation at 4-year low,http://www.thehindu.com/todays-paper/tp-business/food-inflation-at-4year-low/article2740057.ece,2011-12-23,The Hindu,"Food inflation fell sharply to an almost four-year low of 1.81 per cent during the week ended December 10, indicating an overall easing of prices. It stood at 4.35 per cent in the previous week. The fall was mainly due to decline in prices of essential commodities such as onion and potato.The continued dip in inflation will certainly embolden the Reserve Bank of India (RBI) to cut interest rates when it reviews the monetary policy on January 24. The latest food inflation numbers are the lowest since the week ended February 9, 2008, when it stood at 2.26 per cent.According to official data released here on Thursday, onion became cheaper by 49.38 per cent year-on-year during the week under review, while potato prices were down by 34.39 per cent. Prices of wheat also fell by 4.21 per cent. Overall, vegetables became cheaper by 26.37 percent.Experts feel that moderation in food inflation numbers, which was in double-digit in early November, was on account of good kharif harvest as well as a high base. They felt that it was an ideal situation for a rate cut by the RBI.The RBI, in its mid-quarter review on December 16, had kept the key rates unchanged. While inflation in vegetables and wheat segments eased during the reporting week, prices of protein-rich items such as eggs, milk and pulses have continued to remain high.Pulses became costlier by 14.22 per cent, while milk was dearer by 11.19 per cent and eggs, meat and fish by 9.25 per cent.Inflation in the overall primary articles category stood at 3.78 per cent during the week ended December 10, as against 5.48 per cent in the previous week."
361,361,Food inflation falls to four-year low of 1.81%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-falls-to-four-year-low-of-181/articleshow/11212360.cms,2011-12-23,The Times Of India,"NEW DELHI: Food inflation eased to a four-year low in mid-December due to improved supplies and lower prices of vegetables, potato, onion and wheat, bringing huge relief for the government which has been battling stubborn price pressures for more than a year.Data released by the commerce and industry ministry on Thursday showed food inflation stood at 1.81% in the week to December 10, lower than the previous week's 4.35%. It stood at 13.22% in the same year-ago period. Food inflation had touched 2.26% in the week to February 9, 2008.""The persistent high inflation for some time now is unacceptable. We have to steer the economy back to the path of fiscal consolidation,"" prime minister Manmohan Singh told the meeting of his Council on Trade and Industry. ""While purchasing power has gone up, the supply side response has so far been muted. We believe that with the policy focus on improving agricultural production and productivity, our economy will soon be able to step up the production of food articles, thereby controlling inflation in these products,"" he said.The latest data showed vegetable prices fell 26.37% year-on-year while potato prices were down 34.39%. Onion prices, which had shot sharply last year, fell an annual 49.38% while wheat prices were down 4.21%. Prices of fruits, eggs, meat and fish eased from the previous week but remained firm.Experts said arrival of fresh supplies had helped calm prices. The index for food articles group declined by 0.5% to 191.0 from 191.9 for the previous week due to lower prices of fruits and vegetables and condiments and spices (2% each) and ragi, tea and rice (1% each). But prices of jowar, gram and masur (2% each) and river fish, poultry chicken and sea fish (1% each) moved up.Stubbornly high food inflation has remained a huge policy challenge for the UPA government for the past few years and has contributed to higher overall inflation. RBI has raised interest rates 13 times since March 2010 to tame price pressures. Policymakers have been wrong-footed several times while predicting the trend of food prices."
363,363,Bumper potato crop leaves cold storage owners a worried lot,http://timesofindia.indiatimes.com//city/kanpur/Bumper-potato-crop-leaves-cold-storage-owners-a-worried-lot/articleshow/11230034.cms,2011-12-24,The Times Of India,"KANPUR: After receiving no official word from the state government, the cold storage owners in Etawah, Firozabad, Mainpuri, Kannauj and Farrukhabad districts have started disposing of potatoes on roads as most of the farmers have not yet turned up to claim the stored potatoes due to fresh bumper crop.It was the third year in a row that the prices of potato dropped sharply in the wake of rich harvest.""The storage contract expired in November and now there is no other way but to dump the agricultural produce on the road to make space for storing the new crop,"" said Jitendra Bahadur Singh Tomar, manager of Shesh Cold storage in Ashok Nagar area of Bharthana in Etawah.""There are more than 50 cold storages in and around Etawah district. At least 1 lakh sacks (each containing 55 kg) will be dump on the outskirts to empty the cold storages due to fresh arrival,"" added another cold storage owner.The situation is same in Kannauj, Farrukhabad and Mainpuri districts.""First farmers tried to sell potatoes at Rs 3 a kg. Then the situation came to such a pass that they started donating potatoes to poor people but even the latter refused to accept potatoes from them. Now, they (farmers) are not coming to take back the bags from cold storages as they have taken huge advances in form of loan. We are at a double loss. There is no other way now but to dump the potato bags on the outskirts at our expenses,"" said Naresh Yadav, a cold storage manager in Farrukhabad district.The farmers are disappointed with the government's stand on the issue. Apprehending huge losses due to poor rates, potato growers have urged the state government to help them by providing subsidy. They claim that they have no other choice but to stop lifting crop from cold storages. The annual rent of the bags kept in cold storage (Rs 65 per bag) and the freight charges (Re 1 per bag) are higher than the market value of the potatoes,"" potato grower Vishwas said.The situation started worsening since the past two years in the region.Earlier, the bumper potato crop improved the financial position of farmers. ""Before opting for potato production, four of my six sons would go to the nearby districts in winter season to seek employment as labourers, but a time came when they started working in the potato fields and earn enough to lead a happy life,"" Kishan Yadav, a potato farmer of Kannauj said.Usually the wholesalers would rush to the region in the harvesting season to transport bulk of potatoes to markets in other parts of the state and country.A cold storage manager in Etawah, Vijay Bhadauria, said: ""Cold storage owners would suffer losses upto Rs 1 crore this season.""""When the state government is not helping us, we are forced to throw potatoes on roads as we are unable to recover our cost from the current rates,"" he said.Potato is sown in October and its harvesting commences in January, which goes on till end of March or first week of April.Uttar Pradesh has almost 35 to 40 per cent share in country's total potato production and major potato output is from Etawah, Mainpuri, Firozabad, Kannauj and Farrukhabad districts.Meanwhile, Dr G P Chowdhary, posted Bhimrao Ambedkar district hospital said that if the potatoes are dumped on road, it would cause diarrhoea, cholera and other bacterial infections.""We have directed cold storage owners to ensure proper disposal of the potatoes not to dump the sacks by the roadside or in public places openly,"" district magistrate P Guru Prasad said. He said that action will be taken against those indulging in such acts."
370,370,"Veggie prices fall, homemakers breathe easy",http://timesofindia.indiatimes.com//city/chandigarh/Veggie-prices-fall-homemakers-breathe-easy/articleshow/11261540.cms,2011-12-27,The Times Of India,"CHANDIGARH: After remaining ridiculously overpriced in the past few months, the prices of vegetables have finally come down. The increased supply has resulted in the prices crashing by Rs 20 on an average. Retailers and wholesalers say that if weather does not play havoc, there are chances of prices coming down further.Thakur Das Sharma, a vegetable vendor said, ""Due to bumper crop, the rates of vegetables have come down. In wholesale the price range of green vegetables is Rs 3 to Rs 15 per kilogram which is very low. In coming days, if the weather remains good, the rates might come down further.""The price of potato has come down from Rs 10 to Rs 4 per kilogram and winter's favourite vegetable, carrot, has got cheaper by Rs 20 a kg. Ginger prices have dropped from Rs 60 to Rs 40, onion prices are now Rs 12 to 14 instead of Rs 20. Peas too are down to Rs 20 from Rs 60 per kg.Guru, another vegetable vendor, said, ""The prices of almost all vegetables have come down compared to last week. The rate of carrot was Rs 30 to 35 last week, but now it is Rs 10 to Rs 15. Also the price of cauliflower and peas has come down drastically.""Raj Kumar, a vendor in Sector 26, said, ""The local vegetables have also started coming in, leading to drop in rates.""Shreya Gupta, a homemaker from Sector 19, said, ""I am glad that finally the rates have dropped. Till a week ago, I was shelling out 25 to 30% more on vegetables.""Anupma Sharma, another homemaker, said, ""This drop will make up for the money that we spent on veggies in October end and November.""While, the prices of greens have come down, fruits are still costly. Apple season is about end, but it is still Rs 80 per kg. Oranges are available at Rs 40 to Rs 50 and guava supply being in abundance is being sold at Rs 20 to Rs 30 per kg."
371,371,Food inflation plunges to six-year low of 0.42%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-plunges-to-six-year-low-of-042/articleshow/11290389.cms,2011-12-29,The Times Of India,"NEW DELHI: Food inflation fell sharply to a six-year low of 0.42% in the week ended December 17 as prices of essential items like vegetables, onion, potato and wheat declined.Food inflation, as measured by Wholesale Price Index (WPI), stood at 1.81% in the previous week. It was recorded at 15.48% in the corresponding week of 2010.According to official data released today, onions grew cheaper by 59.04% year-on-year during the week under review, while potato prices were down by 33.76%. Prices of wheat also fell by 3.30%.Overall, vegetables became 36.02% cheaper during the week ended December 17.Experts feel the sharp fall in food inflation numbers, which was in double digits till the first week of November, comes as a big relief to both the government and the Reserve Bank, who have been battling high prices for over two years.It will also be a major incentive for the RBI to look at the option of key interest rate cuts at its next quarterly monetary policy review in January.However, other food products grew more expensive on an annual basis, led by protein-based items.Pulses became 14.07% costlier during the week under review, while milk grew dearer by 11.30 per cent and eggs, meat and fish by 11.56%.Fruits also became 8.46% more expensive on an annual basis, while cereal prices were up 2.15%.Inflation in the overall primary articles category stood at 2.70 per cent during the week ended December 17, as against 3.78% in the previous week. Primary articles have over 20 per cent weight in the wholesale price index."
373,373,Food inflation falls to near six-year low of 0.42%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-falls-to-near-six-year-low-of-042/articleshow/11297646.cms,2011-12-30,The Times Of India,"NEW DELHI: Food inflation slowed to its slowest in nearly six years in mid-December as prices of vegetables, onion, potato and wheat fell due to improved supplies, raising prospects for easing of tight monetary policy.Data released by the commerce and industry ministry on Thursday showed food inflation eased sharply to 0.42% in the week to December 17, lower than the previous week's 1.81%. The December 17 reading was the slowest since April 2006. It stood at 15.48% in the same year-ago period.Finance minister Pranab Mukherjee said the moderation in food inflation augured well for overall inflation.""If this trend continues then you will have year-end inflation of around 6% ...But it cannot be lower than 6% because inflationary pressure was higher in weeks before,"" Mukherjee told reporters.Food inflation has been on a easing trend for the ninth consecutive weeks after hovering around double-digits for a considerable period. Overall inflation in November stood at 9.11%. The RBI has raised interest rates 13 times since March 2010 to tame inflation.But experts say moderating inflation and concerns over slowing growth could prompt the Reserve Bank of India to ease its tight policy.Thursday's data showed vegetable prices fell an annual 36.02% in the week to December 17 while onion prices were down 59.04% year-on-year. Potato prices fell 33.76% and sustained their downward trend. Vegetable prices have been moderating after a sudden spurt in October. Wheat prices fell an annual 3.30% in the week to December 17.The index for food articles group declined by 0.4% to 190.3 from 191.0 for the previous week due to lower prices of fruits and vegetables (4%), jowar (3%), tea and arhar (2% each) and ragi, urad and condiments and spices (1% each). But prices of sea fish (7%), chicken (2%) and moong, masur, maize, river fish bajra (1% each) moved up.Experts attributed the fall to a good kharif harvest as well as a high base. ""This is a base affect and the good kharif harvest has also contributed to moderation. We expect the prices to remain low for the next few weeks and this may help the RBI to go for rate cuts in the near future,"" Crisil chief economist D K Joshi said.But prices of milk, eggs, meat and fish remained robust due to sustained demand for these products. Increasing demand for protein-based items due to higher incomes have pushed up prices."
375,375,Food inflation at low ebb,http://www.thehindu.com/todays-paper/tp-business/food-inflation-at-low-ebb/article2759471.ece,2011-12-30,The Hindu,"Food inflation fell to its lowest level in almost six years at 0.42 per cent for the week ended December 17, with a sharp decline in prices of essential items such as onions and potatoes likely to prompt the RBI to cut interest rates at its policy review next month.With food inflation declining to below one per cent, the lowest since April, 2006, Finance Minister Pranab Mukherjee hoped that headline inflation would drop to 6 per cent by March-end.If this trend continues, then you will have year-end (headline) inflation around 6 per cent (plus/minus)... But it can not be lower than 6 per cent, because inflationary pressure was higher in weeks before, he told reporters.Food items have a 14 per cent share in the overall Wholesale Price Index (WPI) basket.According to data released on Thursday, onions grew cheaper by 59.04 per cent year-on-year during the week under review, while potato prices were down by 33.76 per cent. Prices of wheat also fell by 3.30 per cent.Overall, vegetables became cheaper by 36.02 per cent.Food inflation was in double digits in early November. It stood at 1.81 per cent in the previous week ended December 10.Experts attributed the fall to a good kharif harvest as well as a high base.Manufactured inflation, which forms over 65 per cent of the WPI basket, is hovering around 8 per cent.While inflation in the vegetable and wheat segments eased during the reporting week, prices of protein-rich items such as eggs, milk and pulses have continued to remain high.Pulses were costlier by 14.07 per cent during the week under review, while milk grew dearer by 11.30 per cent and eggs, meat and fish by 11.56 per cent.Inflation in the overall primary articles category stood at 2.70 per cent during the week ended December 17, as against 3.78 per cent in the previous week.Inflation in the non-food segment, which includes fibres and oilseeds, was recorded at 0.28 per cent during the week under review, as against 1.37 per cent in the week ended December 3.Fuel and power inflation stood at 14.37 per cent during the week ended December 17, as against 15.24 per cent in the previous week. PTI"
376,376,Food inflation falls to 0.42%,http://www.thehindu.com/todays-paper/food-inflation-falls-to-042/article2759498.ece,2011-12-30,The Hindu,"Food inflation dropped to 0.42 per cent, the lowest since April 2006, for the week ended December 17. A sharp decline in the prices of essential items such as onions and potatoes was behind the fall."
